"","concentration","predator_presence"
"67",8.16388592328442,FALSE
"68",10.2943249482748,FALSE
"69",241,TRUE
"70",10.7831984206939,FALSE
"71",10.8314980970093,FALSE
"72",9.46939779569554,FALSE
"73",8.92517649835479,FALSE
"74",8.00506796193729,FALSE
"75",10.4816848519254,FALSE
"76",8.99271061234688,FALSE
"77",9.63939861682027,FALSE
"78",9.88228135149359,FALSE
"79",9.8148379538738,FALSE
"80",10.6953117557907,FALSE
"81",10.0636188432034,FALSE
"82",9.17579232075569,FALSE
"83",8.66196573606632,FALSE
"84",11.9017611180827,FALSE
"85",10.9082944375095,FALSE
"86",11.338298887331,FALSE
"87",8.53438225175232,FALSE
"88",10.937513553354,FALSE
"89",9.34762189612309,FALSE
"90",10.3856369001901,FALSE
"91",10.7630056185411,FALSE
"92",10.8663911841882,FALSE
"93",9.81151849869381,FALSE
"94",10.5254977998527,FALSE
"95",8.77931623692077,FALSE
"96",9.80399326160159,FALSE
"97",9.43535750430084,FALSE
"98",10.3754034115102,FALSE
"99",8.42370468569756,FALSE
"100",12.3510034570691,FALSE
"101",8.76531794973313,FALSE
"102",8.64796114957862,FALSE
"103",11.3735680749065,FALSE
"104",9.02209779842399,FALSE
"105",10.4451057353303,FALSE
"106",9.8829550498611,FALSE
"107",9.33933947940448,FALSE
"108",12.0553617142556,FALSE
"109",10.1414564660956,FALSE
"110",9.83271745669891,FALSE
"111",10.1232571956249,FALSE
"112",10.0673293852385,FALSE
"113",10.4042267145808,FALSE
"114",11.3125267911909,FALSE
"115",10.991268552658,FALSE
"116",10.267380731726,FALSE
"117",11.2325744915591,FALSE
"118",9.42573927251557,FALSE
"119",8.52440862326406,FALSE
"120",9.04723474402564,FALSE
"121",8.30465820240407,FALSE
"122",9.97613296913454,FALSE
"123",9.79499884964876,FALSE
"124",8.79271373625606,FALSE
"125",9.64988582235578,FALSE
"126",8.47091085216487,FALSE
"127",9.57675876298885,FALSE
"128",10.2019842046162,FALSE
"129",10.1686733654235,FALSE
"130",8.36311462006071,FALSE
"131",10.9094856988658,FALSE
"132",11.0291492705466,FALSE
"133",10.3165146075982,FALSE
"134",9.12065968831614,FALSE
"135",9.28976537137584,FALSE
"136",10.3801214242995,FALSE
"137",9.28164050544509,FALSE
"138",294,TRUE
"139",10.645913843154,FALSE
"140",8.91556141408388,FALSE
"141",9.47366188699996,FALSE
"142",10.6325841474187,FALSE
"143",9.1243825229776,FALSE
"144",10.9097943936832,FALSE
"145",231,TRUE
"146",11.1291099050951,FALSE
"147",8.75305708799748,FALSE
"148",9.68726369336562,FALSE
"149",8.34700874118624,FALSE
"150",9.24437264465548,FALSE
"151",10.0194834416214,FALSE
"152",11.6490448798984,FALSE
"153",10.9644231874337,FALSE
"154",10.0374165332324,FALSE
"155",9.38298535538294,FALSE
"156",11.6968054405434,FALSE
"157",9.40848839360018,FALSE
"158",9.60555298128246,FALSE
"159",10.9564729093177,FALSE
"160",9.02155598623624,FALSE
"161",10.7285515527623,FALSE
"162",10.5956848994746,FALSE
"163",10.3674168297425,FALSE
"164",9.17155410609687,FALSE
"165",8.62981737992219,FALSE
"166",9.4876586872561,FALSE
"167",10.5056447488041,FALSE
"168",9.58649203748377,FALSE
"169",9.98519881328617,FALSE
"170",11.0299600361241,FALSE
"171",10.8563762667619,FALSE
"172",7.21179451939954,FALSE
"173",9.25820596370749,FALSE
"174",11.0430453765795,FALSE
"175",9.88717555064878,FALSE
"176",10.9904862978949,FALSE
"177",9.32903556747523,FALSE
"178",11.7378221621774,FALSE
"179",8.52947379129935,FALSE
"180",10.5203746422504,FALSE
"181",8.91854125181836,FALSE
"182",10.5349539169262,FALSE
"183",9.84201321762493,FALSE
"184",9.36246228740591,FALSE
"185",8.93736230582769,FALSE
"186",10.5717607295105,FALSE
"187",10.3577731295091,FALSE
"188",9.11818532869382,FALSE
"189",7.96174470755395,FALSE
"190",10.9712568080399,FALSE
"191",10.4139041038686,FALSE
"192",10.8645105384526,FALSE
"193",10.5176746189838,FALSE
"194",9.78344917207189,FALSE
"195",10.7188864774401,FALSE
"196",10.7149964426931,FALSE
"197",10.7387928224222,FALSE
"198",9.38877747023099,FALSE
"199",9.15966808532471,FALSE
"200",10.8017434108724,FALSE
"201",8.66682278979183,FALSE
"202",11.4028005489248,FALSE
"203",9.6065983081237,FALSE
"204",9.49474554315816,FALSE
"205",10.2109398558012,FALSE
"206",9.25485960161101,FALSE
"207",10.0270374869904,FALSE
"208",11.4248083144735,FALSE
"209",9.44867625943701,FALSE
"210",11.5742558776276,FALSE
"211",12.3796702610553,FALSE
"212",12.1324134198985,FALSE
"213",11.6882409029508,FALSE
"214",9.8856132860933,FALSE
"215",9.56082837249764,FALSE
"216",9.37060993223373,FALSE
"217",9.52914238128092,FALSE
"218",10.2117589947118,FALSE
"219",11.6481909289011,FALSE
"220",9.60013014751453,FALSE
"221",10.9034840480646,FALSE
"222",9.61967575399109,FALSE
"223",8.65078682175235,FALSE
"224",9.53777351703613,FALSE
"225",10.0631862815484,FALSE
"226",9.13468802509405,FALSE
"227",10.2246622585002,FALSE
"228",8.96461700901505,FALSE
"229",10.7339086742261,FALSE
"230",8.71842740264439,FALSE
"231",303,TRUE
"232",9.96870016516552,FALSE
"233",9.15999233930308,FALSE
"234",11.0902690957837,FALSE
"235",9.67950565158123,FALSE
"236",9.8942954037784,FALSE
"237",9.45871258541466,FALSE
"238",9.46727850796334,FALSE
"239",7.8036095099095,FALSE
"240",10.0399600928921,FALSE
"241",10.2934576989761,FALSE
"242",9.1277175794111,FALSE
"243",10.0717842644835,FALSE
"244",10.3230096524516,FALSE
"245",10.2251497640144,FALSE
"246",9.54096985429239,FALSE
"247",9.49202935219794,FALSE
"248",9.5001567174508,FALSE
"249",10.6320125194342,FALSE
"250",8.89307255010234,FALSE
