"","watt","appliances"
"124",231.337920575621,6
"125",207.245310565646,4
"126",200.851458237134,5
"127",214.396121390837,7
"128",198.36544659056,5
"129",201.585933070443,4
"130",205.464133733231,6
"131",207.772920461253,6
"132",219.19564445685,4
"133",202.020729694515,5
"134",206.979025364667,6
"135",216.488320035673,6
"136",207.947928892727,7
"137",219.812030952939,4
"138",224.272065212581,6
"139",191.517468254078,5
"140",188.791289633344,5
"141",201.080292924931,4
"142",183.646336892917,7
"143",186.455423159589,5
"144",201.730384157641,5
"145",204.984844408367,7
"146",198.007996637582,6
"147",214.887316732083,5
"148",211.658285138849,4
"149",207.697946892259,5
"150",210.116189779011,7
"151",204.950037787317,7
"152",193.563542432192,4
"153",195.979252533912,7
"154",187.583335652103,7
"155",190.757631847696,4
"156",190.032227830442,7
"157",191.273955368126,5
"158",175.061999027911,4
"159",193.155103488374,7
"160",192.007523388548,6
"161",188.463566073561,4
"162",186.324517555926,6
"163",204.991629405943,4
"164",179.942312127671,6
"165",183.319114919906,7
"166",199.045123331055,7
"167",193.670496057641,7
"168",194.532936217278,7
"169",147.965197457328,3
"170",117.55855083373,2
"171",111.323253388383,2
"172",97.7611018487774,3
"173",114.642013234257,2
"174",109.518877705662,3
"175",114.764373501467,2
"176",104.080112085708,2
"177",115.084716034851,2
"178",117.239004698985,2
"179",101.629226871424,2
"180",111.510825716036,2
"181",104.576501879685,2
"182",105.103224295058,2
"183",100.140915624968,2
"184",117.043052849111,2
"185",119.230382499455,3
"186",118.07701958633,3
"187",110.178790878768,2
"188",116.06750335445,3
"189",107.129346729122,2
"190",94.5842372346479,2
"191",97.6594154375416,3
"192",101.256106603803,2
"193",110.838165134057,3
"194",89.6107273490192,2
"195",98.2636042217747,2
"196",102.105920512464,2
"197",102.96898008476,2
"198",99.9344517535088,3
"199",109.042353677104,3
"200",95.9373995289013,3
"201",95.9793020428648,2
"202",92.787485447528,3
"203",101.661058455661,3
"204",82.5142726705183,2
"205",114.527932922734,2
"206",108.186873022075,2
"207",94.1061841689785,3
"208",89.2164098078409,3
"209",98.9268230390294,3
"210",97.2610990592553,2
"211",117.579623933654,3
"212",105.871019053419,3
"213",99.1688719403741,2
"214",111.948761974163,3
"215",98.6985391301372,3
"216",99.59016680329,3
"217",101.16726470823,2
"218",103.722666489009,3
"219",88.3763438935166,2
"220",101.989874498803,2
"221",87.1050884938104,2
"222",93.5691595516657,2
"223",87.09029144957,2
"224",89.2515949749879,3
"225",106.083144621833,3
"226",102.257440169391,2
"227",82.8826984457449,2
"228",95.8260958133287,2
"229",88.3102762525456,3
"230",105.922542606623,3
"231",86.450082280862,3
"232",87.0291893837527,2
"233",102.079486069411,2
"234",91.0934599577223,2
"235",95.8234640968987,2
"236",95.4576352020751,2
"237",103.952892372691,3
"238",93.2004901040366,2
"239",90.4596431671452,3
"240",112.323837333619,3
"241",101.529136423167,3
"242",105.524832442502,2
"243",95.1446612728349,2
"244",106.111152472163,3
"245",94.5608688578284,2
"246",99.7337208408419,3
"247",89.0395449575525,3
"248",103.84004827133,2
"249",97.7526476776746,3
"250",94.5131904552748,3
"251",94.8626843995685,2
"252",112.19857876229,3
"253",99.1798312871527,2
"254",98.5558503652515,3
"255",98.5586332539151,2
"256",111.920313413074,3
"257",86.034410216522,2
"258",112.81139383547,3
"259",101.235119125787,2
"260",102.214711702689,3
"261",107.346574862888,2
"262",104.588778585807,3
"263",99.690020307994,3
"264",108.167500856313,3
"265",112.124917995051,3
"266",102.242727815133,3
"267",117.437470379198,2
"268",108.521538515628,2
"269",112.132379494774,3
"270",99.15338733434,3
"271",100.346194963345,3
"272",94.0575773842442,3
"273",93.246309104729,3
"274",104.57718790018,2
"275",99.9899633695178,2
"276",108.230848897928,2
"277",87.9288564428243,2
"278",93.4134494540302,3
"279",110.087519731564,2
"280",107.864866302888,2
"281",101.012924632597,2
"282",105.017327776647,2
"283",97.9267551427729,3
"284",112.657021808512,3
"285",92.2977929425445,2
"286",116.288852240523,3
"287",112.287186100361,2
"288",90.7077143593249,3
"289",89.0950507740517,3
"290",95.6109644909414,3
"291",115.280815158883,2
"292",100.783210931957,2
"293",101.223129285691,2
"294",93.6900325508129,2
"295",97.9235176939321,2
"296",101.137960199549,3
"297",92.1639196486016,3
"298",108.002672120307,3
"299",104.717200621227,2
"300",112.433199714155,2
"301",123.976685758969,3
"302",121.71887288141,2
"303",114.325847316266,2
"304",122.156266309334,2
"305",130.01563173946,2
"306",121.76802404282,2
"307",138.552559743207,3
"308",121.181368281894,3
"309",148.806759699858,3
"310",165.563196362771,7
"311",147.452335063111,3
"312",158.00757202874,4
"313",214.377376716914,4
"314",209.976972240539,4
"315",204.833890501549,5
"316",210.997821906557,6
"317",181.73091783346,7
"318",207.09588176573,7
"319",207.881553650016,4
"320",191.387195948042,6
"321",205.999466163941,5
"322",218.725621499307,6
"323",201.692428526397,4
"324",215.885783687703,4
"325",214.962962721665,4
"326",227.890141586199,6
"327",208.004281530744,4
"328",201.298516968083,6
"329",216.345787659846,7
"330",204.518568371515,5
"331",204.37867061058,4
"332",224.250567128373,7
"333",212.799351039442,4
"334",202.81402769904,5
"335",212.130438161501,4
"336",204.045133177098,7
"337",222.221460326975,4
"338",221.153543439608,6
"339",236.815325406226,5
"340",232.109961905014,6
"341",232.502331227723,5
"342",214.332315660927,4
"343",204.289258758029,4
"344",203.025204587452,4
"345",213.026033921357,7
"346",228.060371189432,4
"347",221.38091693719,5
"348",213.578767838311,5
"349",214.195614334504,5
"350",220.634178751388,6
"351",215.389604756569,7
"352",215.180757218327,4
"353",216.848957127364,6
"354",224.800543989065,6
"355",233.292910074478,5
"356",225.547681901123,5
"357",215.77943008205,6
"358",211.194006251082,5
"359",213.165397793753,4
"360",203.563825443573,5
"361",217.261125618828,6
"362",220.029611873537,6
"363",216.599364272677,6
"364",226.814200012532,4
"365",222.652749827955,6
"366",225.033547520759,7
"367",205.418025612974,4
"368",206.003458007268,6
"369",205.965709594548,4
"370",221.780096054711,7
"371",205.325903318077,4
"372",215.223995070815,7
"373",211.145864527862,5
"374",221.03889575154,5
"375",227.204553901318,4
"376",220.900676344134,7
"377",211.701899177516,6
"378",216.405283494512,7
"379",223.265229041975,4
"380",224.417213875156,6
"381",211.831681324871,5
"382",205.804430812812,7
"383",202.884369980361,4
"384",211.121483307428,5
"385",210.43485751315,7
"386",223.359210929976,7
"387",214.596561729259,7
"388",227.524865110201,6
"389",213.47110121325,5
"390",225.964443683979,4
"391",211.340518983321,7
"392",222.598241921729,5
"393",213.854154638441,7
"394",213.790716453158,5
"395",207.254156516614,5
"396",211.727514939196,7
"397",204.071010717148,7
"398",224.248522252177,5
"399",203.063032857844,5
"400",210.782589668505,7
"401",209.552815849105,7
"402",225.559550771425,5
"403",237.329977687971,6
"404",237.335786868151,7
"405",235.184917021808,4
"406",215.418783792627,4
"407",210.168816721561,6
"408",219.073401266806,6
"409",213.352649383136,6
"410",192.88064993515,4
"411",198.432187028601,7
"412",208.863310824432,6
"413",205.241771537857,7
"414",218.451969174718,4
"415",209.265048074493,7
"416",220.46507991369,6
"417",225.050336053369,6
"418",225.95751971822,4
"419",214.965665117798,5
"420",220.565200033046,7
"421",210.118016231414,5
"422",215.07353430111,7
"423",206.780210122978,5
"424",208.373156513947,5
"425",215.208622968569,4
"426",217.736441299509,6
"427",212.983147515711,5
"428",201.562889098279,6
"429",205.479728047829,6
"430",201.808791474904,4
"431",212.761197776537,4
"432",197.994653164058,6
"433",213.240005344733,7
"434",201.042622010245,6
"435",201.92523793168,7
"436",205.210867878977,7
"437",201.951219800577,7
"438",191.586220690791,7
"439",189.777186929105,7
"440",205.72336311936,7
"441",194.487494383727,5
"442",213.223923442745,5
"443",202.79919916482,7
"444",197.950499022164,5
"445",196.548291324817,5
"446",185.784258772472,6
"447",194.977136926067,7
"448",195.448202112984,7
"449",180.042209422442,4
"450",198.167797007777,6
"451",198.059001662858,5
"452",193.040365590431,4
"453",189.163412380656,5
"454",194.910130284301,4
"455",202.106350649958,7
"456",203.767301393691,5
"457",160.13276566577,7
"458",104.280451962057,2
"459",112.776337750265,2
"460",123.483585686804,3
"461",124.153788773492,3
"462",130.365486398047,3
"463",119.295688798055,2
"464",104.688113287308,2
"465",118.659362045939,3
"466",113.227241368042,3
"467",126.087825987357,3
"468",107.806539573927,3
"469",113.731878872178,2
"470",124.077315656384,2
"471",120.287511877166,3
"472",106.379385911099,3
"473",115.966161609586,3
"474",115.38197693758,2
"475",113.134594129501,3
"476",121.910810396805,3
"477",113.928782156001,2
"478",114.106402556908,2
"479",101.81860813392,2
"480",99.8085607559945,3
"481",116.282341401098,3
"482",97.1165958625325,3
"483",105.66229663394,3
"484",93.3410414326276,3
"485",95.0183661964742,3
"486",96.5147886664416,3
"487",95.2394769587609,3
"488",94.5835411050878,3
"489",91.2088065129509,2
"490",112.022896342892,2
"491",90.5253456563711,3
"492",105.073688181818,2
"493",90.0156761249335,3
"494",103.832730869718,3
"495",107.261684974239,2
"496",104.318444794139,3
"497",94.4234395761064,2
"498",87.9183136246654,2
"499",90.3803699695993,3
"500",111.136652208985,2
"501",108.837867567042,3
"502",102.517736717782,3
"503",103.112204539244,3
"504",100.392033798482,3
"505",86.9334249036872,3
"506",97.5963448938473,3
"507",95.554949114313,2
"508",94.86408497787,2
"509",100.446363839252,3
"510",83.203695285158,2
"511",96.6620057172167,3
"512",104.938549611093,2
"513",102.166124891191,2
"514",101.887358304441,3
"515",100.640959072373,3
"516",99.8916726047198,2
"517",96.4785735510776,3
"518",92.6624882800282,3
"519",87.0979740740288,2
"520",88.4502397874612,2
"521",90.2008477907183,3
"522",102.331765806792,3
"523",87.5554358437216,2
"524",101.493006782609,2
"525",90.8431608150986,2
"526",116.061248176411,2
"527",104.227039712648,2
"528",90.0051663096089,2
"529",95.0098284603117,2
"530",94.288815414442,2
"531",100.506063929156,3
"532",109.361276500839,2
"533",106.191207843276,2
"534",96.026311635905,3
"535",94.8514773352091,3
"536",100.871527623201,3
"537",97.2414996285946,3
"538",101.223026499251,2
"539",105.820174146657,3
"540",89.9826047430086,3
"541",98.7967083803185,3
"542",116.829805753339,3
"543",109.426512694386,3
"544",102.974518587937,2
"545",112.245924410903,3
"546",100.570466934705,3
"547",98.3214294018247,2
"548",86.1176253090637,3
"549",89.0437796542913,3
"550",104.837783856438,3
"551",114.835507964767,2
"552",91.5509053417039,2
"553",110.320258870935,2
"554",89.3843341392487,2
"555",102.095806527631,2
"556",108.911502945497,3
"557",100.696446808759,3
"558",101.359029593647,2
"559",112.096804217509,2
"560",92.1661033321197,3
"561",98.2254722339592,3
"562",112.905169414803,3
"563",98.1324898333564,2
"564",90.2581350390821,3
"565",98.3440864321586,3
"566",101.645987324372,3
"567",92.1855326906116,3
"568",112.242322379797,2
"569",109.494592930196,3
"570",107.628585090261,2
"571",109.113436442082,3
"572",100.403069167099,2
"573",99.4361247026386,2
"574",109.740318661769,3
"575",95.3703930204542,3
"576",96.7809246923828,3
"577",87.0629494391873,2
"578",109.694244511825,2
"579",99.4930838036842,2
"580",90.6242392496696,2
"581",102.557348825297,2
"582",111.370976599823,2
"583",100.747379380793,2
"584",111.238064260761,3
"585",93.2011447424093,3
"586",106.173525554341,3
"587",115.620926440653,2
"588",108.809404434505,3
"589",99.8427524124576,3
"590",120.531086176199,2
"591",103.849211633727,3
"592",113.486440519041,2
"593",114.771364820643,2
"594",133.018144769886,3
"595",145.59838594044,2
"596",146.732515262606,3
"597",143.254701379014,2
"598",155.147038852353,6
"599",156.023726222734,4
"600",160.545994661749,4
"601",212.690315529306,7
"602",200.240057594536,7
"603",210.459531691015,7
"604",197.90891341322,4
"605",185.259447735143,7
"606",190.301970074598,4
"607",182.713869640783,5
"608",215.03597894667,4
"609",217.109304206399,5
"610",203.612983889552,5
"611",210.626847421378,6
"612",206.628832746207,6
"613",209.364303240044,4
"614",206.800452562887,5
"615",229.999368412939,4
"616",220.266639189265,7
"617",216.85953127658,5
"618",201.722508926829,4
"619",205.210358762186,5
"620",222.265859857742,5
"621",210.954892764384,6
"622",212.662131266815,4
"623",206.534808449404,5
"624",227.019567198009,7
"625",217.666668764717,5
"626",207.364216711046,5
"627",202.367016179928,7
"628",209.583269626088,7
"629",199.264328417017,4
"630",219.312603347287,4
"631",204.629377398335,4
"632",212.882066701234,7
"633",225.642648972041,4
"634",223.537547746817,6
"635",207.05241227544,6
"636",220.175789326716,7
"637",225.532883770097,6
"638",217.805917043898,6
"639",212.126417808475,4
"640",218.723705495156,5
"641",215.486907960435,4
"642",209.331965512274,4
"643",228.607338659866,7
"644",233.050629547059,7
"645",215.30440787352,5
"646",224.280695928357,7
"647",224.529202319989,4
"648",214.714329162455,4
"649",232.34476902914,4
"650",226.333469860377,5
"651",226.171564474035,4
"652",225.395191689799,4
"653",226.805025211424,6
"654",207.966741891606,4
"655",199.759814607119,5
"656",193.550512485228,6
"657",199.368490817724,4
"658",218.675272716493,7
"659",223.202033267965,7
"660",216.573545080935,4
"661",209.414814213459,7
"662",213.258899696411,5
"663",221.002477383692,4
"664",215.893149292454,5
"665",227.186120436698,5
"666",223.117072044996,4
"667",214.227114226931,4
"668",209.616998416121,7
"669",192.366359119278,6
"670",204.226116191226,5
"671",211.365112244524,5
"672",223.092093888745,6
"673",223.40038072633,6
"674",233.095910016759,6
"675",221.375138054655,4
"676",232.908214253846,4
"677",228.554538884648,5
"678",219.762489923445,4
"679",229.605773890957,6
"680",220.268652053929,7
"681",214.691940460383,4
"682",211.518731795699,4
"683",216.718364844611,6
"684",214.742737755831,5
"685",192.675668602133,6
"686",206.901036831317,5
"687",220.341252449996,4
"688",220.91573338942,7
"689",208.380947533113,7
"690",223.661949765245,4
"691",222.237574022013,4
"692",218.379760923548,6
"693",217.778825110458,7
"694",214.534744715673,7
"695",212.721031466592,6
"696",194.824104835394,7
"697",192.148719128895,4
"698",211.338829856319,7
"699",216.780229936028,5
"700",213.386109919152,7
"701",207.916280404529,7
"702",215.428399288149,6
"703",228.166104581261,6
"704",222.268742800694,6
"705",224.9098876827,6
"706",209.217934457986,5
"707",210.728808322552,7
"708",197.455766093871,4
"709",211.220854600121,5
"710",201.81348558075,7
"711",204.399302869265,5
"712",196.215294778275,7
"713",205.407792500683,5
"714",211.071979288639,4
"715",210.739584184158,6
"716",201.473760393749,5
"717",207.673451476776,6
"718",213.185948821809,6
"719",204.984018918728,6
"720",194.341633023504,6
"721",198.604679870509,6
"722",193.757246900346,6
"723",215.281489938565,6
"724",205.753313996267,6
"725",208.520858433166,4
"726",209.498019497419,6
"727",192.573695349525,6
"728",189.604549834501,7
"729",201.857533289023,6
"730",209.767002300915,7
"731",196.245451124822,6
"732",201.429407549202,4
"733",202.10249601965,7
"734",190.008525084418,6
"735",191.339634067487,4
"736",187.494588931783,4
"737",186.34694838118,7
"738",177.130736842207,4
"739",202.976459132433,5
"740",179.641364114165,7
"741",203.67613387168,4
"742",212.525887505964,6
"743",183.170201484247,4
"744",180.858881353508,4
"745",153.382046541225,7
"746",108.080487993577,3
"747",124.918913367213,3
"748",98.0341794546286,2
"749",115.389378770798,3
"750",94.2497354414125,2
"751",114.167381119501,3
"752",104.136246059561,2
"753",114.458052183091,2
"754",124.899093781327,2
"755",110.894296696927,3
"756",113.858584631752,2
"757",112.971428857821,2
"758",114.418439103203,3
"759",120.75197502117,3
"760",117.629552133806,2
"761",122.060572937348,2
"762",116.437915769389,3
"763",104.699799913804,3
"764",104.254840014973,2
"765",105.689877764585,3
"766",101.023942291581,2
"767",115.225487799114,3
"768",109.2821069609,2
"769",100.287669883556,2
"770",86.7990310335556,2
"771",106.853592682539,3
"772",96.3135760616531,3
"773",108.889846494796,3
"774",98.0137356481538,3
"775",85.9622973645345,3
"776",103.272114767416,2
"777",98.1064603525921,2
"778",107.765630484027,3
"779",102.881553025525,3
"780",95.3495280867714,2
"781",102.588441184144,3
"782",90.2067906267746,3
"783",98.5514543029037,2
"784",103.336680212154,3
"785",103.46974004589,2
"786",94.0418019974878,3
"787",95.3532763376638,3
"788",111.518268885304,2
"789",94.047692320849,2
"790",96.0326138677815,2
"791",103.24817586728,2
"792",92.0067927151261,3
"793",113.946157414984,2
"794",102.276012321471,2
"795",101.92703183021,2
"796",91.4088481175275,3
"797",105.15712677194,3
"798",94.9229681920751,2
"799",103.881410979413,2
"800",85.8232015921293,2
"801",105.749042334062,2
"802",83.3890682876815,3
"803",96.5232092520244,2
"804",107.101107056581,2
"805",109.056287878593,3
"806",96.3112680195385,2
"807",92.2892013806622,2
"808",103.428012180889,2
"809",97.2798042954215,3
"810",88.779144609349,2
"811",106.662688043927,3
"812",97.6461910624793,3
"813",99.248404779381,2
"814",93.6800754181383,2
"815",103.167385880536,3
"816",99.0165790504363,3
"817",116.988924818352,2
"818",105.068809304184,2
"819",110.299167099902,2
"820",96.8462074112887,3
"821",94.9714126437242,3
"822",95.8452711124927,2
"823",112.814948330707,3
"824",116.443345060345,3
"825",105.876162649719,2
"826",110.595024313386,3
"827",95.3156976292186,2
"828",110.429025835711,2
"829",116.544018701655,2
"830",105.141046558631,3
"831",114.172412669943,3
"832",109.964018134965,2
"833",107.939415380526,3
"834",90.3078817120092,3
"835",98.6309507990313,3
"836",116.09996087547,2
"837",106.13700205214,3
"838",106.571388165307,2
"839",111.815453708851,2
"840",91.4444877138172,3
"841",101.748764990251,3
"842",104.275718882661,2
"843",104.388265485347,3
"844",94.8652358061229,3
"845",100.240108838891,3
"846",93.9222587140086,3
"847",108.58376975323,2
"848",112.093667999776,2
"849",117.28738263597,2
"850",109.080752661225,2
"851",103.416467265626,3
"852",117.172259025188,2
"853",91.5975375109844,3
"854",88.8367111615862,2
"855",115.885846183222,3
"856",105.336673189752,2
"857",113.034638389181,2
"858",96.9291783657413,3
"859",92.5630284457273,3
"860",95.4760397824514,2
"861",106.15839021013,3
"862",110.275788270501,2
"863",90.4162383947082,3
"864",106.265369379501,2
"865",102.326220168735,2
"866",87.3942588433645,3
"867",104.193605870408,2
"868",112.362783451499,3
"869",98.4554150490362,2
"870",110.312800909979,2
"871",109.394970082332,3
"872",116.036478676466,3
"873",108.447222268401,3
"874",103.921349324503,2
"875",103.30108185588,2
"876",116.979506799631,2
"877",95.5174555099159,2
"878",97.8364068612731,2
"879",103.29470533443,2
"880",115.589319963812,3
"881",125.66642677408,2
"882",116.451768064393,2
"883",131.816914852861,2
"884",131.303520715879,2
"885",134.744128133512,2
"886",125.51999027847,2
"887",122.025191820941,3
"888",139.882125994052,3
"889",211.876722488792,7
"890",230.335074598908,5
"891",193.19055363284,7
"892",207.108490078799,5
"893",187.809774768718,6
"894",188.186578047455,4
"895",191.617876193178,5
"896",193.545068618204,4
"897",179.283416611834,4
"898",194.198719437391,4
"899",197.578866280984,6
"900",212.892337268125,7
"901",217.134831337634,5
"902",227.059377084841,7
"903",210.837537891185,5
"904",214.466791192098,5
"905",224.024398554865,4
"906",209.442811992861,4
"907",219.627156959897,6
"908",212.784659699311,4
"909",219.590577762953,7
"910",220.70025465161,7
"911",234.06244127861,5
"912",237.386767798185,4
"913",219.649670845836,5
"914",211.228561487335,5
"915",203.779082418097,5
"916",227.545595507703,4
"917",207.540189903133,4
"918",202.434005054993,4
"919",213.223084733098,6
"920",211.033425302173,5
"921",205.558859106593,6
"922",204.762933288053,6
"923",235.960686037861,7
"924",227.460534906581,4
"925",231.67655260396,5
"926",223.424845669547,5
"927",235.646458066104,7
"928",224.26830495036,5
"929",239.243243160249,4
"930",219.001706351393,7
"931",201.173849307098,7
"932",200.148647685907,5
"933",219.095531308375,6
"934",197.026367528596,5
"935",222.500318741175,7
"936",214.920822206913,7
"937",216.674204637723,5
"938",231.190115913547,6
"939",210.353923239913,5
"940",221.084889991914,6
"941",202.605368321668,6
"942",200.228145865816,5
"943",215.93401193493,7
"944",210.512826302088,7
"945",220.593861998994,7
"946",212.64954120303,6
"947",210.150281179048,7
"948",219.043104639327,7
"949",217.046852153779,7
"950",219.506127102866,4
"951",215.046315422915,6
"952",211.654087423912,7
"953",207.298868541914,7
"954",216.520072660366,6
"955",200.096745516055,5
"956",198.778986473568,7
"957",219.579869591631,6
"958",200.318039728794,7
"959",206.674994120395,6
"960",217.02842590835,6
"961",214.920772597853,5
"962",219.250753063902,6
"963",216.143848787882,6
"964",203.424736113291,5
"965",210.346409949524,5
"966",215.195810155367,6
"967",205.333803065125,6
"968",224.054733810345,7
"969",202.139864005524,7
"970",199.713377152383,5
"971",204.857960251718,7
"972",211.173501078806,6
"973",206.627771160633,4
"974",207.878474526945,7
"975",236.201147718061,5
"976",217.911085895127,6
"977",220.084075009013,4
"978",212.42317304139,5
"979",214.838269532826,5
"980",208.378103940192,5
"981",211.63037049151,4
"982",201.276947128561,5
"983",209.515322428193,7
"984",200.35807246228,6
"985",195.155314479764,5
"986",194.920095046817,4
"987",197.79764641018,4
"988",198.001813326962,6
"989",218.109437796943,6
"990",220.116482724837,4
"991",215.762954991966,4
"992",204.69231151217,7
"993",216.22775865882,4
"994",224.258682312752,6
"995",210.080784066398,5
"996",207.630708653415,5
"997",208.211678628419,4
"998",194.143389138436,4
"999",203.992778264194,4
"1000",188.858045707826,7
"1001",189.448676390685,6
"1002",205.224546222944,5
"1003",195.220178741099,7
"1004",222.813304285504,7
"1005",208.716258103383,5
"1006",197.712453789962,4
"1007",192.332864458368,6
"1008",216.906469424302,7
"1009",192.193533739326,4
"1010",189.897089709059,4
"1011",191.540564810317,6
"1012",198.330468622731,6
"1013",202.058409574413,4
"1014",196.008318865152,4
"1015",197.963339637167,5
"1016",207.169643140115,6
"1017",206.970884026164,5
"1018",198.906279558821,5
"1019",198.874850433546,6
"1020",185.865644221699,7
"1021",179.895972237378,5
"1022",197.035321227039,4
"1023",193.349836374068,4
"1024",212.462155072018,4
"1025",199.216547530538,4
"1026",207.984773576539,5
"1027",188.407055098048,4
"1028",198.668782367923,5
"1029",200.416801426273,6
"1030",174.974223633054,6
"1031",180.716970082154,6
"1032",192.113611937469,5
"1033",175.489721288468,7
"1034",113.837525378384,3
"1035",102.437324732036,3
"1036",114.560836703128,3
"1037",108.71193879459,3
"1038",95.8239833764075,2
"1039",116.042387605558,2
"1040",107.655177426086,3
"1041",121.207422215175,3
