date,price
06/04/1994,1121.626121
07/04/1994,1141.746836
08/04/1994,1143.280848
09/04/1994,1145.006927
10/04/1994,1122.623399
11/04/1994,1127.643351
12/04/1994,1126.377384
13/04/1994,1149.910265
14/04/1994,1171.228379
15/04/1994,1171.472045
16/04/1994,1125.577193
17/04/1994,1136.54825
18/04/1994,1106.149557
19/04/1994,1095.701
20/04/1994,1090.322182
21/04/1994,1087.713607
22/04/1994,1089.805643
23/04/1994,1066.588382
24/04/1994,1096.169862
25/04/1994,1097.599091
26/04/1994,1075.977237
27/04/1994,1087.712491
28/04/1994,1120.815847
29/04/1994,1133.691855
30/04/1994,1121.749941
01/05/1994,1133.580682
02/05/1994,1139.865847
03/05/1994,1134.984774
04/05/1994,1124.42079
05/05/1994,1122.61279
06/05/1994,1109.086078
07/05/1994,1086.851066
08/05/1994,1084.259706
09/05/1994,1102.731584
10/05/1994,1109.697164
11/05/1994,1124.780878
12/05/1994,1122.925022
13/05/1994,1112.833991
14/05/1994,1134.956262
15/05/1994,1093.342816
16/05/1994,1112.7808
17/05/1994,1122.202005
18/05/1994,1144.048001
19/05/1994,1177.411988
20/05/1994,1159.935644
21/05/1994,1156.768653
22/05/1994,1190.295982
23/05/1994,1179.805587
24/05/1994,1181.935611
25/05/1994,1173.970493
26/05/1994,1182.220312
27/05/1994,1210.018917
28/05/1994,1207.371032
29/05/1994,1225.609032
30/05/1994,1248.921933
31/05/1994,1256.210933
01/06/1994,1231.426778
02/06/1994,1220.534299
03/06/1994,1240.194617
04/06/1994,1231.986526
05/06/1994,1235.172149
06/06/1994,1219.141365
07/06/1994,1224.353977
08/06/1994,1239.776023
09/06/1994,1235.37159
10/06/1994,1244.912651
11/06/1994,1244.020618
12/06/1994,1267.59594
13/06/1994,1268.458438
14/06/1994,1253.348832
15/06/1994,1238.865245
16/06/1994,1252.446309
17/06/1994,1234.095099
18/06/1994,1219.771505
19/06/1994,1213.687787
20/06/1994,1236.372782
21/06/1994,1239.588293
22/06/1994,1268.546954
23/06/1994,1279.965866
24/06/1994,1247.599643
25/06/1994,1237.077768
26/06/1994,1271.008133
27/06/1994,1261.876205
28/06/1994,1257.055082
29/06/1994,1256.619212
30/06/1994,1263.059777
01/07/1994,1231.99704
02/07/1994,1235.326418
03/07/1994,1248.512128
04/07/1994,1234.206351
05/07/1994,1215.89719
06/07/1994,1199.026738
07/07/1994,1192.101127
08/07/1994,1184.822501
09/07/1994,1166.206637
10/07/1994,1142.274309
11/07/1994,1163.529616
12/07/1994,1160.385596
13/07/1994,1171.296739
14/07/1994,1193.629651
15/07/1994,1207.006622
16/07/1994,1187.171256
17/07/1994,1198.928256
18/07/1994,1222.930536
19/07/1994,1240.240987
20/07/1994,1254.463491
21/07/1994,1224.231404
22/07/1994,1223.935566
23/07/1994,1196.060799
24/07/1994,1195.973732
25/07/1994,1166.196906
26/07/1994,1189.60058
27/07/1994,1158.463901
28/07/1994,1147.35177
29/07/1994,1101.333532
30/07/1994,1091.917502
31/07/1994,1088.810751
01/08/1994,1085.905947
02/08/1994,1078.185312
03/08/1994,1075.78289
04/08/1994,1059.384231
05/08/1994,1068.891012
06/08/1994,1066.816437
07/08/1994,1052.344584
08/08/1994,1060.844524
09/08/1994,1080.796608
10/08/1994,1097.686521
11/08/1994,1104.657508
12/08/1994,1091.549405
13/08/1994,1113.701086
14/08/1994,1109.325206
15/08/1994,1092.092092
16/08/1994,1084.788092
17/08/1994,1087.82307
18/08/1994,1091.968497
19/08/1994,1108.372351
20/08/1994,1096.421345
21/08/1994,1129.354636
22/08/1994,1112.065159
23/08/1994,1134.614186
24/08/1994,1144.308014
25/08/1994,1143.216283
26/08/1994,1135.877755
27/08/1994,1139.794821
28/08/1994,1135.741223
29/08/1994,1142.678577
30/08/1994,1135.648304
31/08/1994,1154.563208
01/09/1994,1160.701016
02/09/1994,1159.335615
03/09/1994,1148.880531
04/09/1994,1123.573257
05/09/1994,1131.113044
06/09/1994,1118.864913
07/09/1994,1158.782074
08/09/1994,1130.518355
09/09/1994,1133.546782
10/09/1994,1143.618631
11/09/1994,1143.979707
12/09/1994,1157.543803
13/09/1994,1183.413971
14/09/1994,1176.114537
15/09/1994,1170.325867
16/09/1994,1170.565768
17/09/1994,1162.991512
18/09/1994,1160.772195
19/09/1994,1125.274219
20/09/1994,1120.182768
21/09/1994,1118.113802
22/09/1994,1106.374181
23/09/1994,1126.326954
24/09/1994,1148.7492
25/09/1994,1133.872746
26/09/1994,1144.186916
27/09/1994,1142.904459
28/09/1994,1124.443865
29/09/1994,1115.187998
30/09/1994,1101.658419
01/10/1994,1116.460877
02/10/1994,1108.297355
03/10/1994,1094.91782
04/10/1994,1084.461627
05/10/1994,1093.592002
06/10/1994,1100.162001
07/10/1994,1098.447082
08/10/1994,1095.34646
09/10/1994,1079.698115
10/10/1994,1088.103361
11/10/1994,1085.264039
12/10/1994,1081.799365
13/10/1994,1097.008725
14/10/1994,1104.791276
15/10/1994,1088.712419
16/10/1994,1082.063195
17/10/1994,1084.21056
18/10/1994,1076.027574
19/10/1994,1082.132037
20/10/1994,1082.97576
21/10/1994,1075.700744
22/10/1994,1059.365876
23/10/1994,1094.350944
24/10/1994,1126.404665
25/10/1994,1131.576774
26/10/1994,1154.958126
27/10/1994,1127.836406
28/10/1994,1184.479707
29/10/1994,1166.427954
30/10/1994,1177.76424
31/10/1994,1157.816179
01/11/1994,1144.203545
02/11/1994,1134.106236
03/11/1994,1139.462793
04/11/1994,1148.874005
05/11/1994,1140.408793
06/11/1994,1151.157138
07/11/1994,1126.416003
08/11/1994,1138.029949
09/11/1994,1142.144178
10/11/1994,1149.278117
11/11/1994,1156.593334
12/11/1994,1172.206276
13/11/1994,1209.389136
14/11/1994,1196.432013
15/11/1994,1169.696026
16/11/1994,1161.459981
17/11/1994,1133.769538
18/11/1994,1158.252178
19/11/1994,1157.196914
20/11/1994,1180.034207
21/11/1994,1220.742319
22/11/1994,1202.533087
23/11/1994,1223.15693
24/11/1994,1221.522456
25/11/1994,1211.965168
26/11/1994,1214.698002
27/11/1994,1216.856946
28/11/1994,1212.273412
29/11/1994,1211.966252
30/11/1994,1189.947725
01/12/1994,1179.172504
02/12/1994,1175.568042
03/12/1994,1173.90047
04/12/1994,1174.106124
05/12/1994,1184.237315
06/12/1994,1157.298217
07/12/1994,1146.172347
08/12/1994,1133.737361
09/12/1994,1157.348881
10/12/1994,1162.987311
11/12/1994,1169.478205
12/12/1994,1175.98644
13/12/1994,1163.5527
14/12/1994,1170.687482
15/12/1994,1169.588583
16/12/1994,1169.252798
17/12/1994,1160.732978
18/12/1994,1131.421419
19/12/1994,1151.111283
20/12/1994,1136.18805
21/12/1994,1117.911689
22/12/1994,1099.430863
23/12/1994,1106.030236
24/12/1994,1106.915011
25/12/1994,1116.580633
26/12/1994,1126.270904
27/12/1994,1108.539076
28/12/1994,1146.764361
29/12/1994,1154.587782
30/12/1994,1136.010396
31/12/1994,1132.561954
01/01/1995,1127.188997
02/01/1995,1134.2004
03/01/1995,1146.629972
04/01/1995,1142.1803
05/01/1995,1129.525412
06/01/1995,1129.61835
07/01/1995,1113.276857
08/01/1995,1109.747012
09/01/1995,1126.52271
10/01/1995,1152.549433
11/01/1995,1150.036512
12/01/1995,1185.908998
13/01/1995,1159.936659
14/01/1995,1139.430013
15/01/1995,1148.289394
16/01/1995,1141.639153
17/01/1995,1119.284884
18/01/1995,1089.053135
19/01/1995,1092.672185
20/01/1995,1091.883402
21/01/1995,1096.30439
22/01/1995,1099.482767
23/01/1995,1120.625654
24/01/1995,1121.53836
25/01/1995,1102.990266
26/01/1995,1108.359151
27/01/1995,1100.360504
28/01/1995,1093.90588
29/01/1995,1091.355889
30/01/1995,1128.538035
31/01/1995,1151.055398
01/02/1995,1149.620157
02/02/1995,1120.968964
03/02/1995,1147.304928
04/02/1995,1151.771099
05/02/1995,1136.446002
06/02/1995,1159.587107
07/02/1995,1155.823875
08/02/1995,1137.525609
09/02/1995,1132.798166
10/02/1995,1118.026577
11/02/1995,1142.287053
12/02/1995,1143.017792
13/02/1995,1136.249126
14/02/1995,1116.821463
15/02/1995,1127.905538
16/02/1995,1124.2561
17/02/1995,1101.825458
18/02/1995,1103.949859
19/02/1995,1114.783032
20/02/1995,1149.854039
21/02/1995,1119.9652
22/02/1995,1112.957442
23/02/1995,1126.138865
24/02/1995,1123.646611
25/02/1995,1109.875593
26/02/1995,1084.623197
27/02/1995,1077.100829
28/02/1995,1074.818431
01/03/1995,1055.263952
02/03/1995,1045.477081
03/03/1995,1052.186942
04/03/1995,1058.560877
05/03/1995,1082.825118
06/03/1995,1105.279546
07/03/1995,1055.330855
08/03/1995,1066.158875
09/03/1995,1045.051177
10/03/1995,1024.466152
11/03/1995,1028.684612
12/03/1995,1011.81875
13/03/1995,1001.593579
14/03/1995,983.0701849
15/03/1995,990.764284
16/03/1995,998.6039413
17/03/1995,979.9256384
18/03/1995,982.4141221
19/03/1995,1009.62335
20/03/1995,987.2670048
21/03/1995,964.7423774
22/03/1995,956.3960434
23/03/1995,955.7662743
24/03/1995,964.9307224
25/03/1995,980.4079778
26/03/1995,979.6940524
27/03/1995,968.8614957
28/03/1995,950.3160186
29/03/1995,944.6999384
30/03/1995,930.7512403
31/03/1995,920.0606874
01/04/1995,910.3769914
02/04/1995,922.067205
03/04/1995,898.6169613
04/04/1995,900.6830097
05/04/1995,893.2990068
06/04/1995,912.3460374
07/04/1995,928.9367684
08/04/1995,931.9246758
09/04/1995,926.4807093
10/04/1995,900.1976381
11/04/1995,892.2861015
12/04/1995,884.6562223
13/04/1995,898.4735383
14/04/1995,882.2656384
15/04/1995,899.499524
16/04/1995,905.9030733
17/04/1995,942.5957255
18/04/1995,946.4245796
19/04/1995,942.319413
20/04/1995,924.8986233
21/04/1995,931.1333881
22/04/1995,894.3166348
23/04/1995,900.3159276
24/04/1995,900.1952188
25/04/1995,900.4563598
26/04/1995,884.6989595
27/04/1995,908.4048297
28/04/1995,904.1686335
29/04/1995,889.9064857
30/04/1995,849.6362874
01/05/1995,828.8029273
02/05/1995,831.0057297
03/05/1995,843.4741035
04/05/1995,827.4764424
05/05/1995,808.7980546
06/05/1995,816.1030565
07/05/1995,809.7847724
08/05/1995,800.4817241
09/05/1995,787.4110046
10/05/1995,775.6384208
11/05/1995,784.5340129
12/05/1995,783.4324171
13/05/1995,776.680102
14/05/1995,786.9569529
15/05/1995,789.9117608
16/05/1995,799.8224333
17/05/1995,816.1522563
18/05/1995,811.9469881
19/05/1995,808.0666486
20/05/1995,813.3277599
21/05/1995,815.7974266
22/05/1995,811.4256717
23/05/1995,818.6197593
24/05/1995,808.020767
25/05/1995,814.5437357
26/05/1995,819.0204072
27/05/1995,821.5248064
28/05/1995,836.7981844
29/05/1995,822.6240127
30/05/1995,823.8052941
31/05/1995,831.5114514
01/06/1995,807.205834
02/06/1995,796.6762341
03/06/1995,794.2470123
04/06/1995,796.288807
05/06/1995,811.2067047
06/06/1995,817.4274871
07/06/1995,804.2658357
08/06/1995,803.473492
09/06/1995,790.3129181
10/06/1995,791.998905
11/06/1995,797.7866101
12/06/1995,775.2984865
13/06/1995,781.2128474
14/06/1995,790.8905556
15/06/1995,808.8867054
16/06/1995,791.7140455
17/06/1995,809.5991669
18/06/1995,823.9028648
19/06/1995,822.7960713
20/06/1995,822.8792484
21/06/1995,830.1972756
22/06/1995,831.7646293
23/06/1995,855.4254984
24/06/1995,864.0372613
25/06/1995,857.069021
26/06/1995,862.3891827
27/06/1995,871.9643946
28/06/1995,867.5442747
29/06/1995,888.8208592
30/06/1995,866.9245769
01/07/1995,866.7385699
02/07/1995,863.4070344
03/07/1995,849.7717629
04/07/1995,820.6633936
05/07/1995,823.9217225
06/07/1995,829.7778683
07/07/1995,817.4171533
08/07/1995,816.7343896
09/07/1995,821.8992244
10/07/1995,812.5195528
11/07/1995,813.4506791
12/07/1995,815.3067976
13/07/1995,821.261516
14/07/1995,803.6724208
15/07/1995,803.1372431
16/07/1995,804.8903109
17/07/1995,802.2879411
18/07/1995,816.1219767
19/07/1995,815.8917221
20/07/1995,814.8424414
21/07/1995,831.4192096
22/07/1995,830.7467336
23/07/1995,822.9914303
24/07/1995,816.7964991
25/07/1995,847.2636927
26/07/1995,856.3853653
27/07/1995,850.3254918
28/07/1995,854.4811477
29/07/1995,871.5006701
30/07/1995,865.3332918
31/07/1995,859.6328749
01/08/1995,841.6751222
02/08/1995,865.0572799
03/08/1995,869.4986226
04/08/1995,863.3445343
05/08/1995,832.0390678
06/08/1995,832.1807283
07/08/1995,813.1247257
08/08/1995,808.9502996
09/08/1995,825.6934705
10/08/1995,812.0122848
11/08/1995,809.4008445
12/08/1995,790.4599879
13/08/1995,797.1379991
14/08/1995,785.1336515
15/08/1995,801.8607246
16/08/1995,811.1375421
17/08/1995,793.5981974
18/08/1995,805.6195855
19/08/1995,802.9095785
20/08/1995,797.3945776
21/08/1995,796.1547878
22/08/1995,810.4743373
23/08/1995,813.171153
24/08/1995,806.8929463
25/08/1995,787.8061366
26/08/1995,789.023068
27/08/1995,787.7331595
28/08/1995,791.6290593
29/08/1995,790.5027254
30/08/1995,792.0317162
31/08/1995,824.574387
01/09/1995,810.2042794
02/09/1995,824.4591994
03/09/1995,814.9445075
04/09/1995,828.5683217
05/09/1995,852.0707729
06/09/1995,862.6553005
07/09/1995,879.8038502
08/09/1995,884.9889065
09/09/1995,865.7874299
10/09/1995,851.3497042
11/09/1995,847.821785
12/09/1995,839.2221247
13/09/1995,848.3787193
14/09/1995,843.0027843
15/09/1995,818.1410052
16/09/1995,806.1071785
17/09/1995,816.9595862
18/09/1995,826.7532152
19/09/1995,833.4809126
20/09/1995,849.6846131
21/09/1995,831.720788
22/09/1995,846.6292928
23/09/1995,840.7095079
24/09/1995,828.0998633
25/09/1995,822.0332571
26/09/1995,820.0449815
27/09/1995,797.6258268
28/09/1995,776.8101315
29/09/1995,769.8837664
30/09/1995,764.917181
01/10/1995,760.9639615
02/10/1995,754.2930459
03/10/1995,751.6981462
04/10/1995,736.3422347
05/10/1995,723.8669227
06/10/1995,715.195709
07/10/1995,704.0941971
08/10/1995,713.8789521
09/10/1995,719.6482123
10/10/1995,685.4090272
11/10/1995,688.457804
12/10/1995,679.426901
13/10/1995,689.86672
14/10/1995,702.5034251
15/10/1995,686.340059
16/10/1995,694.3069209
17/10/1995,671.7723889
18/10/1995,669.867679
19/10/1995,652.1213044
20/10/1995,648.0206796
21/10/1995,662.9128624
22/10/1995,664.2807476
23/10/1995,654.9395484
24/10/1995,652.4203546
25/10/1995,669.4941441
26/10/1995,669.0616235
27/10/1995,661.0643323
28/10/1995,653.060985
29/10/1995,644.8126794
30/10/1995,665.9782374
31/10/1995,651.0097906
01/11/1995,641.9920734
02/11/1995,662.1494973
03/11/1995,660.5996232
04/11/1995,650.6002793
05/11/1995,658.4994009
06/11/1995,650.3892203
07/11/1995,642.3214073
08/11/1995,637.742173
09/11/1995,658.4794396
10/11/1995,649.6051769
11/11/1995,651.4235587
12/11/1995,649.9820262
13/11/1995,641.6642026
14/11/1995,646.4654978
15/11/1995,647.4856938
16/11/1995,643.5289202
17/11/1995,630.8932888
18/11/1995,652.3518497
19/11/1995,663.0661025
20/11/1995,654.6900458
21/11/1995,657.5829985
22/11/1995,655.722808
23/11/1995,651.8039575
24/11/1995,643.0535203
25/11/1995,632.1321208
26/11/1995,631.543416
27/11/1995,622.2560628
28/11/1995,643.3925316
29/11/1995,642.942807
30/11/1995,643.7056737
01/12/1995,637.7890389
02/12/1995,636.0121433
03/12/1995,624.0803383
04/12/1995,617.518056
05/12/1995,612.0277298
06/12/1995,607.9759284
07/12/1995,594.553968
08/12/1995,596.0808299
09/12/1995,587.209457
10/12/1995,574.3823969
11/12/1995,585.4830343
12/12/1995,597.6773248
13/12/1995,597.0586853
14/12/1995,596.5311477
15/12/1995,615.0409793
16/12/1995,610.0481737
17/12/1995,621.078944
18/12/1995,632.8138669
19/12/1995,624.7535131
20/12/1995,627.1350033
21/12/1995,620.9297473
22/12/1995,622.1095723
23/12/1995,621.4365918
24/12/1995,624.5082165
25/12/1995,628.8996156
26/12/1995,652.61524
27/12/1995,645.8245038
28/12/1995,641.4998149
29/12/1995,639.5836428
30/12/1995,632.5363614
31/12/1995,620.3667418
01/01/1996,601.8927619
02/01/1996,598.5214059
03/01/1996,593.543244
04/01/1996,601.6052364
05/01/1996,610.6645095
06/01/1996,627.8027211
07/01/1996,628.5924316
08/01/1996,632.549794
09/01/1996,635.6897845
10/01/1996,606.9350118
11/01/1996,607.6356207
12/01/1996,604.8290009
13/01/1996,598.1067946
14/01/1996,608.3696342
15/01/1996,620.4666691
16/01/1996,613.2856119
17/01/1996,623.960647
18/01/1996,645.6091789
19/01/1996,645.6780069
20/01/1996,648.1398151
21/01/1996,643.4311269
22/01/1996,630.543377
23/01/1996,639.9816196
24/01/1996,620.5741244
25/01/1996,628.2170175
26/01/1996,621.1498389
27/01/1996,620.9129119
28/01/1996,613.1435973
29/01/1996,618.7971283
30/01/1996,618.501946
31/01/1996,598.6707133
01/02/1996,587.4329305
02/02/1996,603.1244028
03/02/1996,613.2939677
04/02/1996,627.157396
05/02/1996,632.7733792
06/02/1996,649.7540026
07/02/1996,673.4727491
08/02/1996,672.3066799
09/02/1996,681.9426392
10/02/1996,682.0455192
11/02/1996,700.5882294
12/02/1996,693.1160775
13/02/1996,692.6796554
14/02/1996,712.1430526
15/02/1996,724.7630312
16/02/1996,717.060308
17/02/1996,721.550748
18/02/1996,725.1801319
19/02/1996,736.1935008
20/02/1996,754.4225168
21/02/1996,774.1148316
22/02/1996,773.0433957
23/02/1996,773.633573
24/02/1996,776.3534198
25/02/1996,771.040313
26/02/1996,789.9344977
27/02/1996,797.1370119
28/02/1996,791.4038701
29/02/1996,794.8065445
01/03/1996,803.6852725
02/03/1996,771.5047446
03/03/1996,768.771684
04/03/1996,756.9577439
05/03/1996,735.6097872
06/03/1996,736.1136852
07/03/1996,757.0182936
08/03/1996,741.1308462
09/03/1996,747.9572255
10/03/1996,750.5417876
11/03/1996,765.7953679
12/03/1996,764.021548
13/03/1996,755.9344713
14/03/1996,782.1453467
15/03/1996,767.965409
16/03/1996,765.5601002
17/03/1996,747.7692178
18/03/1996,747.5525583
19/03/1996,750.7569828
20/03/1996,753.4421654
21/03/1996,760.820414
22/03/1996,770.92891
23/03/1996,779.9948304
24/03/1996,773.6918362
25/03/1996,767.1217855
26/03/1996,771.2600354
27/03/1996,749.3209715
28/03/1996,736.4389343
29/03/1996,729.5920856
30/03/1996,721.0732494
31/03/1996,713.6889359
01/04/1996,729.7153086
02/04/1996,725.6576227
03/04/1996,717.4578132
04/04/1996,721.8150636
05/04/1996,709.144663
06/04/1996,718.0593168
07/04/1996,720.706021
08/04/1996,711.0940298
09/04/1996,691.2693499
10/04/1996,695.2832349
11/04/1996,696.681212
12/04/1996,702.1801098
13/04/1996,718.1873334
14/04/1996,726.4242438
15/04/1996,723.595915
16/04/1996,712.528833
17/04/1996,710.5600027
18/04/1996,700.0494064
19/04/1996,694.6384905
20/04/1996,706.54086
21/04/1996,707.9411161
22/04/1996,699.85887
23/04/1996,704.3773239
24/04/1996,718.6809861
25/04/1996,723.3103733
26/04/1996,721.2891744
27/04/1996,728.4739526
28/04/1996,725.066603
29/04/1996,741.7411838
30/04/1996,732.9162246
01/05/1996,731.4000619
02/05/1996,750.7097301
03/05/1996,742.0216546
04/05/1996,764.4139253
05/05/1996,736.557075
06/05/1996,722.4576206
07/05/1996,716.6565278
08/05/1996,727.3612353
09/05/1996,733.1237257
10/05/1996,737.6188142
11/05/1996,728.1106859
12/05/1996,741.2303931
13/05/1996,756.9105664
14/05/1996,755.8442636
15/05/1996,751.0551395
16/05/1996,758.1545665
17/05/1996,764.3549586
18/05/1996,758.1541458
19/05/1996,759.4931556
20/05/1996,757.4292671
21/05/1996,749.0794405
22/05/1996,744.244826
23/05/1996,749.0541428
24/05/1996,743.9837769
25/05/1996,757.3716961
26/05/1996,754.7446013
27/05/1996,762.2939238
28/05/1996,754.6936749
29/05/1996,759.2768541
30/05/1996,762.877488
31/05/1996,778.2519967
01/06/1996,787.9202624
02/06/1996,783.8714178
03/06/1996,794.7152606
04/06/1996,797.7565425
05/06/1996,795.6408697
06/06/1996,813.4316575
07/06/1996,825.8534467
08/06/1996,836.5755199
09/06/1996,838.9085147
10/06/1996,869.3267004
11/06/1996,882.9284203
12/06/1996,871.3553568
13/06/1996,858.0803956
14/06/1996,842.7244363
15/06/1996,808.5458329
16/06/1996,810.8026701
17/06/1996,799.8628535
18/06/1996,813.1609816
19/06/1996,817.7676475
20/06/1996,801.4334882
21/06/1996,825.5780698
22/06/1996,822.1405725
23/06/1996,820.3856181
24/06/1996,823.0668706
25/06/1996,826.7721166
26/06/1996,822.7945567
27/06/1996,818.4466566
28/06/1996,821.7065528
29/06/1996,819.1981757
30/06/1996,830.2845685
01/07/1996,810.6743694
02/07/1996,818.3546774
03/07/1996,817.8673335
04/07/1996,837.2786859
05/07/1996,816.0106782
06/07/1996,816.3972701
07/07/1996,809.0524877
08/07/1996,817.7165868
09/07/1996,829.4660638
10/07/1996,841.3185552
11/07/1996,826.6829386
12/07/1996,805.7227199
13/07/1996,810.4278105
14/07/1996,819.4116439
15/07/1996,810.2204677
16/07/1996,804.9000892
17/07/1996,810.1230025
18/07/1996,827.1190189
19/07/1996,837.7179372
20/07/1996,834.1672985
21/07/1996,840.5204834
22/07/1996,840.5918813
23/07/1996,831.2954373
24/07/1996,838.5840251
25/07/1996,846.2849416
26/07/1996,839.2763778
27/07/1996,833.2827952
28/07/1996,814.134169
29/07/1996,819.7886466
30/07/1996,819.2343571
31/07/1996,824.3687484
01/08/1996,841.7565949
02/08/1996,816.7326392
03/08/1996,832.7686658
04/08/1996,825.0192548
05/08/1996,834.7392205
06/08/1996,834.1006458
07/08/1996,819.3639365
08/08/1996,825.6079816
09/08/1996,841.4851561
10/08/1996,853.0748276
11/08/1996,872.7478737
12/08/1996,886.2994841
13/08/1996,904.5357044
14/08/1996,895.446763
15/08/1996,896.1900559
16/08/1996,905.6978715
17/08/1996,903.4655522
18/08/1996,911.7923127
19/08/1996,882.3354381
20/08/1996,873.154763
21/08/1996,868.3433277
22/08/1996,861.9436588
23/08/1996,865.9927239
24/08/1996,873.2009444
25/08/1996,874.5764029
26/08/1996,897.6337675
27/08/1996,887.4135616
28/08/1996,907.1908815
29/08/1996,914.6551087
30/08/1996,906.5417995
31/08/1996,903.7642006
01/09/1996,896.3225808
02/09/1996,890.3155277
03/09/1996,898.0129833
04/09/1996,908.8407718
05/09/1996,937.1704621
06/09/1996,929.2697064
07/09/1996,939.3972212
08/09/1996,951.5440007
09/09/1996,964.6210847
10/09/1996,958.9069503
11/09/1996,960.7365512
12/09/1996,958.5529919
13/09/1996,960.5349296
14/09/1996,955.4954929
15/09/1996,954.9612954
16/09/1996,958.3802177
17/09/1996,956.1547503
18/09/1996,960.584948
19/09/1996,966.797379
20/09/1996,946.3647263
21/09/1996,949.0990484
22/09/1996,951.4914199
23/09/1996,925.6986507
24/09/1996,927.218229
25/09/1996,903.1627946
26/09/1996,918.3569288
27/09/1996,902.678411
28/09/1996,902.2501504
29/09/1996,926.5289375
30/09/1996,906.387154
01/10/1996,890.8024509
02/10/1996,893.8536015
03/10/1996,869.7533758
04/10/1996,882.5154877
05/10/1996,887.0100414
06/10/1996,908.7349678
07/10/1996,900.7339073
08/10/1996,881.1381737
09/10/1996,868.8952262
10/10/1996,895.7415073
11/10/1996,897.6938505
12/10/1996,884.6855781
13/10/1996,881.5247085
14/10/1996,907.9673566
15/10/1996,904.2032063
16/10/1996,887.110001
17/10/1996,873.8792703
18/10/1996,860.0158302
19/10/1996,864.6889175
20/10/1996,863.4737437
21/10/1996,838.2946404
22/10/1996,858.8143329
23/10/1996,848.4345327
24/10/1996,852.1135186
25/10/1996,858.0845371
26/10/1996,859.5714162
27/10/1996,873.7936437
28/10/1996,867.2478001
29/10/1996,858.7947191
30/10/1996,867.2949296
31/10/1996,859.8492661
01/11/1996,856.747728
02/11/1996,852.3774392
03/11/1996,858.6717672
04/11/1996,864.6887762
05/11/1996,857.9465539
06/11/1996,852.0595682
07/11/1996,863.9195405
08/11/1996,855.0873119
09/11/1996,862.8513693
10/11/1996,877.8625524
11/11/1996,880.7131754
12/11/1996,890.5593364
13/11/1996,895.1813298
14/11/1996,847.6062311
15/11/1996,838.0451091
16/11/1996,822.3905002
17/11/1996,816.2143304
18/11/1996,825.8535211
19/11/1996,825.1937932
20/11/1996,855.2309087
21/11/1996,858.0301324
22/11/1996,857.2995273
23/11/1996,873.3791228
24/11/1996,897.7161638
25/11/1996,876.0417363
26/11/1996,873.3526542
27/11/1996,880.003091
28/11/1996,862.2229879
29/11/1996,857.1429759
30/11/1996,854.6915215
01/12/1996,855.7229808
02/12/1996,863.4226671
03/12/1996,892.124506
04/12/1996,898.7197724
05/12/1996,893.3581908
06/12/1996,876.9064841
07/12/1996,887.3567325
08/12/1996,866.1937197
09/12/1996,853.8384957
10/12/1996,841.5769771
11/12/1996,857.0185017
12/12/1996,864.0441562
13/12/1996,888.6046758
14/12/1996,872.4530108
15/12/1996,871.119674
16/12/1996,879.2521777
17/12/1996,897.8538768
18/12/1996,897.4223469
19/12/1996,924.9468551
20/12/1996,945.019153
21/12/1996,928.6037657
22/12/1996,914.3218221
23/12/1996,936.4543886
